Unit,Unit Name,ID,Text,Comment
ClientCore/frmClientConfig,Client Config Form,cmdCancel.Text,Cancelar,
ClientCore/frmClientConfig,Client Config Form,cmdOK.Text,Aceptar,
ClientCore/frmClientConfig,Client Config Form,lblAutoConfigReloadFromUrlSleepTime.Text,Intervalo:,
ClientCore/frmClientConfig,Client Config Form,lblBaseKey.Text,Clave base:,
ClientCore/frmClientConfig,Client Config Form,lblConfigFilename.Text,Archivo config:,
ClientCore/frmClientConfig,Client Config Form,lblDataDirectory.Text,Directorio datos:,
ClientCore/frmClientConfig,Client Config Form,lblDataKey.Text,Clave datos:,
ClientCore/frmClientConfig,Client Config Form,lblLanguage.Text,Idioma:,
ClientCore/frmClientConfig,Client Config Form,lblRootKey.Text,Clave raíz:,
ClientCore/frmClientConfig,Client Config Form,rbFile.Text,Cargar desde archivo,
ClientCore/frmClientConfig,Client Config Form,rbRegistry.Text,Cargar desde registro,
ClientCore/frmClientConfig,Client Config Form,szAscending,Ascendente,
ClientCore/frmClientConfig,Client Config Form,szAutoConfigReloadFromUrlInfo,Recarga auto. config.,
ClientCore/frmClientConfig,Client Config Form,szAutoConfigReloadFromUrlInfoFull,"Se han cambiado las propiedades de recarga automática. Para aplicar los cambios, reinicie el servicio.",
ClientCore/frmClientConfig,Client Config Form,szAutoConfigReloadFromUrlSleepTimeError,El número que ha introducido no es válido. Introduzca un intervalo de comprobación válido o seleccione uno de la lista.,
ClientCore/frmClientConfig,Client Config Form,szAutoConfigReloadFromUrlSleepTimeTitle,Intervalo de comprobación no válido,
ClientCore/frmClientConfig,Client Config Form,szConfigLocationChanged,Se han cambiado los ajustes de ubicación de la configuración.,
ClientCore/frmClientConfig,Client Config Form,szConfigLocationChangedFull1,¿Desea copiar la configuración actual a la nueva ubicación?,
ClientCore/frmClientConfig,Client Config Form,szConfigLocationChangedFull2,¡DECIDA CON CUIDADO! Cualquier configuración existente en la nueva ubicación se SOBRESCRIBIRÁ.,
ClientCore/frmClientConfig,Client Config Form,szDescending,Descendente,
ClientCore/frmClientConfig,Client Config Form,szErrorInvalidUrl,Error: la URL no es válida.,
ClientCore/frmClientConfig,Client Config Form,szErrorUrlDownloadFailed,Error al descargar URL: ,
ClientCore/frmClientConfig,Client Config Form,szErrorUrlInvalid,La URL no parece ser válida.,
ClientCore/frmClientConfig,Client Config Form,szErrorUrlNotSecure,La URL debe comenzar con https; solo se admite el protocolo seguro. ,
ClientCore/frmClientConfig,Client Config Form,szValidateUrlFailure,La URL no superó la validación:,
ClientCore/frmClientConfig,Client Config Form,szValidateUrlSuccess,La URL se validó correctamente.,
ClientCore/frmClientConfig,Client Config Form,szValidateUrlTitle,Resultados de validación URL,
ClientCore/frmClientConfig,Client Config Form,tpConfigAccess.Text,Acceso config.,
ClientCore/frmClientConfig,Client Config Form,tpGeneral.Text,General,
ClientCore/frmConfig,Config Form,$this.Text,frmConfig,
ClientCore/frmConfig,Config Form,bCacheRandomDelay,Habilitar retraso aleatorio del tiempo de espera,
ClientCore/frmConfig,Config Form,bCacheWaittimeDoubling,Duplicar tiempo de espera tras cada reintento,
ClientCore/frmConfig,Config Form,btnBrowse,Examinar,
ClientCore/frmConfig,Config Form,btnCreateDB,Crear base de datos,
ClientCore/frmConfig,Config Form,btnPostProcessImport,Importar reglas,
ClientCore/frmConfig,Config Form,btnPostProcessSave,Exportar reglas,
ClientCore/frmConfig,Config Form,btnRefresh,Actualizar,
ClientCore/frmConfig,Config Form,btnVerifyDB,Verificar base de datos,
ClientCore/frmConfig,Config Form,lbl_afinet,IPv4,
ClientCore/frmConfig,Config Form,lbl_afinet6,IPv6,
ClientCore/frmConfig,Config Form,lbl_nTimeMode_localtime,Hora local,
ClientCore/frmConfig,Config Form,lbl_nTimeMode_utc,Tiempo Universal Coordinado (UTC/GMT),
ClientCore/frmConfig,Config Form,lbl_prottcp,TCP,
ClientCore/frmConfig,Config Form,lbl_protudp,UDP,
ClientCore/frmConfig,Config Form,lbl_snmpver1,SNMP solo versión 1,
ClientCore/frmConfig,Config Form,lbl_snmpver2,SNMP solo versión 2c,
ClientCore/frmConfig,Config Form,lbl_snmpverall,Todas las versiones compatibles,
ClientCore/frmConfig,Config Form,nCacheRandomDelayTime,Retraso aleatorio máximo,
ClientCore/frmConfig,Config Form,nCacheWaittimeDoublingTimes,Limitar duplicación del tiempo de espera a ,
ClientCore/frmConfig,Config Form,nDiskCacheWait,Tiempo de espera entre intentos de conexión,
ClientCore/frmConfig,Config Form,nDiskQueueMaxFileSize,Dividir archivos al alcanzar este tamaño,
ClientCore/frmConfig,Config Form,nInetType,Tipo de protocolo de Internet,
ClientCore/frmConfig,Config Form,nListenPort,Puerto de escucha,
ClientCore/frmConfig,Config Form,nOutputEncoding,Codificación de salida,
ClientCore/frmConfig,Config Form,nPort,Puerto de escucha,
ClientCore/frmConfig,Config Form,nPreventOverrunDelay,Retraso de prevención de desbordamiento (ms),
ClientCore/frmConfig,Config Form,nProtocolType,Tipo de protocolo,
ClientCore/frmConfig,Config Form,nSleepTime,Intervalo de sondeo,
ClientCore/frmConfig,Config Form,nSleepTime.tooltip,Seleccione Personalizado o escriba valor.,
ClientCore/frmConfig,Config Form,nSyslogFacility,Facilidad Syslog,
ClientCore/frmConfig,Config Form,nSyslogPriority,Prioridad Syslog,
ClientCore/frmConfig,Config Form,nTLSAllowSSLv2,Permitir SSL v2 (inseguro),
ClientCore/frmConfig,Config Form,nTLSAllowSSLv3,Permitir SSL v3 (inseguro),
ClientCore/frmConfig,Config Form,nTLSAllowTLS10,Permitir TLS v1.0 (inseguro),
ClientCore/frmConfig,Config Form,nTLSAllowTLS11,Permitir TLS v1.1,
ClientCore/frmConfig,Config Form,nTLSAllowTLS12,Permitir TLS v1.2,
ClientCore/frmConfig,Config Form,nTLSAllowTLS13,Permitir TLS v1.3,
ClientCore/frmConfig,Config Form,nTLSMode,Modo TLS,
ClientCore/frmConfig,Config Form,nTLSUseConfigurationCommands,Usar comandos de configuración OpenSSL,
ClientCore/frmConfig,Config Form,nTimeOutLimit,Límite de tiempo de espera,
ClientCore/frmConfig,Config Form,nUseDiscQueue,Usar cola en disco si falla la conexión al servidor Syslog,
ClientCore/frmConfig,Config Form,szActionCacheOptions,Opciones de cola de acciones,
ClientCore/frmConfig,Config Form,szButtonCopyLicenseClipboard,Importar desde Portapapeles,
ClientCore/frmConfig,Config Form,szCheckRegisterStatusFailed,Su licencia parece ser INVÁLIDA. Compruebe la ortografía (sensible a mayúsculas) y posibles espacios en blanco.,
ClientCore/frmConfig,Config Form,szCheckRegisterStatusSuccess,Su licencia parece ser VÁLIDA.,
ClientCore/frmConfig,Config Form,szCheckRegisterStatusTitle,Comprobación de licencia,
ClientCore/frmConfig,Config Form,szCompressionBest,Máxima compresión,
ClientCore/frmConfig,Config Form,szCompressionLow,Compresión baja,
ClientCore/frmConfig,Config Form,szCompressionNormal,Compresión normal,
ClientCore/frmConfig,Config Form,szCompressionSpeed,Máxima velocidad,
ClientCore/frmConfig,Config Form,szConfigurationCommand_,Tipo de comando,
ClientCore/frmConfig,Config Form,szConfigurationValue_,Valor del comando,
ClientCore/frmConfig,Config Form,szCreateDataFailure,Error al crear las tablas de la base de datos.,
ClientCore/frmConfig,Config Form,szCreateDataSuccess,Las tablas de la base de datos se crearon correctamente. ,
ClientCore/frmConfig,Config Form,szCreateDataTitle,Crear tablas de base de datos,
ClientCore/frmConfig,Config Form,szCreateOdbcCommandFail,Error al ejecutar el comando SQL.,
ClientCore/frmConfig,Config Form,szCreateOdbcStatementSuccess,Sentencia ejecutada correctamente: ,
ClientCore/frmConfig,Config Form,szDiskQueueDirectory,Directorio de cola en disco,
ClientCore/frmConfig,Config Form,szEncodingDefault,Predeterminado del sistema,
ClientCore/frmConfig,Config Form,szEncodingEUCJP,EUC-JP,
ClientCore/frmConfig,Config Form,szEncodingJIS,JIS (ISO-2022JP),
ClientCore/frmConfig,Config Form,szEncodingSHIFTJIS,MAYÚS-JIS,
ClientCore/frmConfig,Config Form,szEncodingUTF16,Unicódigo (UTF16),
ClientCore/frmConfig,Config Form,szEncodingUTF8,Unicódigo (UTF8),
ClientCore/frmConfig,Config Form,szEnterNum,*Introduzca un valor numérico para %1*,PLACEHOLDER_REQUIRED: preserve %1/%2/etc exactly
ClientCore/frmConfig,Config Form,szEnterString,*Introduzca valor para %1*,PLACEHOLDER_REQUIRED: preserve %1/%2/etc exactly
ClientCore/frmConfig,Config Form,szErrorInTextBox,Error en el valor de configuración,
ClientCore/frmConfig,Config Form,szErrorTextBoxMaxValue,Valor máximo: ,
ClientCore/frmConfig,Config Form,szErrorTextBoxMinValue,Valor mínimo: ,
ClientCore/frmConfig,Config Form,szErrorTextBoxName,Configuración: ,
ClientCore/frmConfig,Config Form,szErrorTextBoxValue,Error al convertir el valor no válido:,
ClientCore/frmConfig,Config Form,szErrorValueIsNotUnique,Un valor de configuración ya está establecido en otra Acción/Servicio. La siguiente configuración debe ser única. ,
ClientCore/frmConfig,Config Form,szEventLogRemoveDeadMessage,Se eliminaron correctamente la siguiente cantidad de canales del registro de eventos inexistentes: ,
ClientCore/frmConfig,Config Form,szEventLogRemoveDeadTitle,Canales inexistentes eliminados,
ClientCore/frmConfig,Config Form,szEventLogScanMessage,Está a punto de buscar canales del registro de eventos. Tenga en cuenta que los canales configurados pueden ELIMINARSE si desmarca uno de los tipos de registro de eventos. ¿Desea continuar?,
ClientCore/frmConfig,Config Form,szEventLogScanTitle,Buscar nuevos canales del registro de eventos,
ClientCore/frmConfig,Config Form,szEventTypeAUDITFAILURE,FALLA DE AUDITORÍA,
ClientCore/frmConfig,Config Form,szEventTypeAUDITSUCCESS,ÉXITO DE LA AUDITORÍA,
ClientCore/frmConfig,Config Form,szEventTypeERROR,ERROR,
ClientCore/frmConfig,Config Form,szEventTypeINFORMATION,INFORMACIÓN,
ClientCore/frmConfig,Config Form,szEventTypeSUCCESS,ÉXITO,
ClientCore/frmConfig,Config Form,szEventTypeWARNING,ADVERTENCIA,
ClientCore/frmConfig,Config Form,szFacilityAuth,autenticación,
ClientCore/frmConfig,Config Form,szFacilityCron,cron,
ClientCore/frmConfig,Config Form,szFacilityDaemon,Demonio,
ClientCore/frmConfig,Config Form,szFacilityDisabled,--Desactivado--,
ClientCore/frmConfig,Config Form,szFacilityKern,Kern,
ClientCore/frmConfig,Config Form,szFacilityLocal0,local 0,
ClientCore/frmConfig,Config Form,szFacilityLocal1,Local 1,
ClientCore/frmConfig,Config Form,szFacilityLocal2,local 2,
ClientCore/frmConfig,Config Form,szFacilityLocal3,local 3,
ClientCore/frmConfig,Config Form,szFacilityLocal4,local 4,
ClientCore/frmConfig,Config Form,szFacilityLocal5,locales 5,
ClientCore/frmConfig,Config Form,szFacilityLocal6,Local 6,
ClientCore/frmConfig,Config Form,szFacilityLocal7,Local 7,
ClientCore/frmConfig,Config Form,szFacilityLpr,LPR,
ClientCore/frmConfig,Config Form,szFacilityMail,Correo,
ClientCore/frmConfig,Config Form,szFacilityNews,Noticias,
ClientCore/frmConfig,Config Form,szFacilitySr10,Sistema reservado (10),
ClientCore/frmConfig,Config Form,szFacilitySr11,Sistema reservado (11),
ClientCore/frmConfig,Config Form,szFacilitySr12,Sistema reservado (12),
ClientCore/frmConfig,Config Form,szFacilitySr13,Sistema reservado (13),
ClientCore/frmConfig,Config Form,szFacilitySr14,Sistema reservado (14),
ClientCore/frmConfig,Config Form,szFacilitySr15,Sistema reservado (15),
ClientCore/frmConfig,Config Form,szFacilitySyslog,Syslog,
ClientCore/frmConfig,Config Form,szFacilityUser,Usuario,
ClientCore/frmConfig,Config Form,szFacilityUucp,UUCP,
ClientCore/frmConfig,Config Form,szFailedToConvertfieldIntoNumber,Error al convertir la siguiente configuración en un número válido. Corrija el valor e inténtelo de nuevo.,
ClientCore/frmConfig,Config Form,szGeneralValues,Valores generales,
ClientCore/frmConfig,Config Form,szInsertButton,Insertar,
ClientCore/frmConfig,Config Form,szMilliseconds,milisegundos,
ClientCore/frmConfig,Config Form,szMyIPAddress,Dirección IP del receptor,
ClientCore/frmConfig,Config Form,szOverwriteValues,Sobrescribir propiedades Syslog,
ClientCore/frmConfig,Config Form,szPostProcessExportFailure,Error al exportar el posprocesamiento como plantilla: ,
ClientCore/frmConfig,Config Form,szPostProcessExportSuccess,Reglas de posprocesamiento exportadas correctamente como plantilla en: ,
ClientCore/frmConfig,Config Form,szPostProcessExportTitle,Exportar posprocesamiento,
ClientCore/frmConfig,Config Form,szPostProcessImportFailure,Error al importar la plantilla de posprocesamiento: ,
ClientCore/frmConfig,Config Form,szPostProcessImportSuccess,Plantilla de posprocesamiento importada correctamente desde: ,
ClientCore/frmConfig,Config Form,szPostProcessImportTitle,Importar plantilla de posprocesamiento,
ClientCore/frmConfig,Config Form,szPostProcessInvalidXml,Este no es un archivo de plantilla de posprocesamiento válido.,
ClientCore/frmConfig,Config Form,szPriorityAlert,Alerta,
ClientCore/frmConfig,Config Form,szPriorityCritical,Crítico,
ClientCore/frmConfig,Config Form,szPriorityDebug,Depurar,
ClientCore/frmConfig,Config Form,szPriorityDisabled,--Desactivado--,
ClientCore/frmConfig,Config Form,szPriorityEmerg,Emergencia,
ClientCore/frmConfig,Config Form,szPriorityError,Error,
ClientCore/frmConfig,Config Form,szPriorityInfo,Información,
ClientCore/frmConfig,Config Form,szPriorityNotice,Aviso,
ClientCore/frmConfig,Config Form,szPriorityWarning,Advertencia,
ClientCore/frmConfig,Config Form,szResource,ID de recurso,
ClientCore/frmConfig,Config Form,szRuleSetName,Conjunto de reglas a usar,
ClientCore/frmConfig,Config Form,szSeconds,Segundos,
ClientCore/frmConfig,Config Form,szSyslogTagValue,Valor de etiqueta Syslog,
ClientCore/frmConfig,Config Form,szTLSAdvancedOptions,Opciones TLS avanzadas,
ClientCore/frmConfig,Config Form,szTLSCAFile,Seleccionar CA PEM común,
ClientCore/frmConfig,Config Form,szTLSCertFile,Seleccionar certificado PEM,
ClientCore/frmConfig,Config Form,szTLSCommandsInfo,"Al habilitar esta opción, puede establecer comandos de configuración OpenSSL directamente. Para más información sobre los parámetros de configuración disponibles para cada tipo de comando, visite: ",
ClientCore/frmConfig,Config Form,szTLSCommandsInfoLink,Documentación de OpenSSL SSL_CONF_cmd,
ClientCore/frmConfig,Config Form,szTLSKeyFile,Seleccionar clave PEM,
ClientCore/frmConfig,Config Form,szTLSModeAnon,Autenticación anónima,
ClientCore/frmConfig,Config Form,szTLSModeX509Certvalid,x509/certvalid (solo validación de certificado),
ClientCore/frmConfig,Config Form,szTLSModeX509Fingerprint,x509/huella digital (certificado de autenticación de huellas dactilares),
ClientCore/frmConfig,Config Form,szTLSModeX509Name,x509/nombre (validación de certificado y autenticación de nombre),
ClientCore/frmConfig,Config Form,szTLSModex509usecert,Usar certificado,
ClientCore/frmConfig,Config Form,szTextBoxErrorInvalidNumber,Error: este es un campo numérico. Solo se permiten números.,
ClientCore/frmConfig,Config Form,szVerifyDataFailure,Error al comprobar la conexión de datos. ,
ClientCore/frmConfig,Config Form,szVerifyDataSuccess,Origen de datos conectado correctamente ,
ClientCore/frmConfig,Config Form,szVerifyDataTitle,Comprobación de acceso al origen de datos,
ClientCore/frmConfig,Config Form,szVerifyEvtErrorNoValidHost,Nombre de servidor no válido configurado. Más detalles:,
ClientCore/frmConfig,Config Form,szVerifyEvtErrorReadFail,"Error al leer el registro de eventos del servidor configurado. Asegúrese de que la máquina que va a supervisar tiene habilitados y accesibles los servicios de archivos e impresión desde esta máquina. 

This is important as the EventLog Service will read the message 
libs on the remote machine by using the default administrative shares.
For this reason, the Service must be configured to run with a user who has administrative rights on the local and remote machine. 

If File and Print services remain disabled, the local message libs 
will used instead. Note that you may experience a lot of missing 
message libs in this case.",
ClientCore/frmConfig,Config Form,szVerifyEvtErrorRemote,Su licencia actual no permite la supervisión remota del registro de eventos.,
ClientCore/frmConfig,Config Form,szVerifyEvtFailure,Error al verificar el acceso remoto al registro de eventos. Más detalles:,
ClientCore/frmConfig,Config Form,szVerifyEvtSuccess,Acceso remoto al registro de eventos establecido correctamente con el usuario actual:,
ClientCore/frmConfig,Config Form,szVerifyEvtTitle,Comprobación de acceso remoto al registro de eventos,
ClientCore/frmConfig,Config Form,szVerifyOdbcConnectFail,Error al conectar con el origen de datos ODBC,
ClientCore/frmConfig,Config Form,szVerifyOledbConnectFail,Error al conectar con el origen de datos OLEDB,
ClientCore/frmConfig,Config Form,szVerifyOledbErrorEmptyConnStr,Conexión OLEDB no válida o vacía,
ClientCore/frmConfig,Config Form,tlsconfigcommands,Lista de comandos de configuración,
ClientCore/frmConfig,Config Form,ttSnmpOidDefVal,Valor predeterminado: ,
ClientCore/frmConfig,Config Form,ttSnmpOidDescription,Descripción: ,
ClientCore/frmConfig,Config Form,ttSnmpOidDetails,Detalles del OID SNMP,
ClientCore/frmConfig,Config Form,ttSnmpOidLongName,Nombre largo del OID: ,
ClientCore/frmConfig,Config Form,ttSnmpOidName,Nombre del OID: ,
ClientCore/frmConfig,Config Form,ttSnmpOidVarType,Tipo de variable: ,
ClientCore/frmEventViewer,Event Viewer Form,$this.Text,Visor de eventos,
ClientCore/frmEventViewer,Event Viewer Form,SFDiagEvents.Title,Save selected Events as ...,
ClientCore/frmEventViewer,Event Viewer Form,STBEvents.Text,statusStrip1,
ClientCore/frmEventViewer,Event Viewer Form,cDateTime.HeaderText,Fecha y hora,
ClientCore/frmEventViewer,Event Viewer Form,cEventID.HeaderText,ID de evento,
ClientCore/frmEventViewer,Event Viewer Form,cEventIndex.HeaderText,Index [hidden],
ClientCore/frmEventViewer,Event Viewer Form,cEventLevel.HeaderText,Nivel de evento,
ClientCore/frmEventViewer,Event Viewer Form,cLevelImage.HeaderText,_,
ClientCore/frmEventViewer,Event Viewer Form,cSource.HeaderText,Origen,
ClientCore/frmEventViewer,Event Viewer Form,cTaskCategory.HeaderText,Categoría tarea,
ClientCore/frmEventViewer,Event Viewer Form,cbTimeMode.Items,Any time,
ClientCore/frmEventViewer,Event Viewer Form,cbTimeMode.Items1,Last hour,
ClientCore/frmEventViewer,Event Viewer Form,cbTimeMode.Items2,Last 12 hours,
ClientCore/frmEventViewer,Event Viewer Form,cbTimeMode.Items3,Last 24 hours,
ClientCore/frmEventViewer,Event Viewer Form,cbTimeMode.Items4,Last 7 days,
ClientCore/frmEventViewer,Event Viewer Form,cbTimeMode.Items5,Last 30 days,
ClientCore/frmEventViewer,Event Viewer Form,cbTimeMode.Items6,<< Custom Range >>,
ClientCore/frmEventViewer,Event Viewer Form,cmdEventProperties.Text,Propiedades evento,
ClientCore/frmEventViewer,Event Viewer Form,cmdFilterEvents.Text,Filtrar eventos,
ClientCore/frmEventViewer,Event Viewer Form,cmdRefresh.Text,Actualizar,
ClientCore/frmEventViewer,Event Viewer Form,cmdResetView.Text,Restablecer vista,
ClientCore/frmEventViewer,Event Viewer Form,cmdSaveEvents.Text,Guardar eventos,
ClientCore/frmEventViewer,Event Viewer Form,cmdSearch.Text,Buscar,
ClientCore/frmEventViewer,Event Viewer Form,cmdSearchGo.Text,Search !,
ClientCore/frmEventViewer,Event Viewer Form,lblActions.Text,Acciones,
ClientCore/frmEventViewer,Event Viewer Form,lblEventCount.Text,0,
ClientCore/frmEventViewer,Event Viewer Form,lblFilterEventTypes.Text,Select Eventlevels,
ClientCore/frmEventViewer,Event Viewer Form,lblFilterOptions.Text,Opciones filtro,
ClientCore/frmEventViewer,Event Viewer Form,lblSearch.Text,Buscar,
ClientCore/frmEventViewer,Event Viewer Form,lblStatus.Text,Estado,
ClientCore/frmEventViewer,Event Viewer Form,lblTools.Text,Herramientas,
ClientCore/frmEventViewer,Event Viewer Form,lvEventTypes.Text,lvEventTypes,
ClientCore/frmEventViewer,Event Viewer Form,mnuCopy.Text,Copy,
ClientCore/frmEventViewer,Event Viewer Form,mnuCopyDetails.Text,Copy Details,
ClientCore/frmEventViewer,Event Viewer Form,mnuCopyTable.Text,Copy Table,
ClientCore/frmEventViewer,Event Viewer Form,mnuEventProperties.Text,Event Properties,
ClientCore/frmEventViewer,Event Viewer Form,mnuRefresh.Text,Refresh,
ClientCore/frmEventViewer,Event Viewer Form,mnuResetView.Text,Reset View,
ClientCore/frmEventViewer,Event Viewer Form,mnuSaveSelectedEvents.Text,Save Selected Events ...,
ClientCore/frmEventViewer,Event Viewer Form,statusCancelButton.Text,Cancel Event refresh,
ClientCore/frmEventViewer,Event Viewer Form,szCleaningDataGrid,Limpiando datos,
ClientCore/frmEventViewer,Event Viewer Form,szEventLogChannel,Canal EventLog: ,
ClientCore/frmEventViewer,Event Viewer Form,szFillingDataGrid,Rellenando datos,
ClientCore/frmEventViewer,Event Viewer Form,szInitView,Inicializando vista...,
ClientCore/frmEventViewer,Event Viewer Form,szSearchingFor,Buscando,
ClientCore/frmEventViewer,Event Viewer Form,szSearchingForEvents,Buscando eventos relacionados,
ClientCore/frmEventViewer,Event Viewer Form,szSortingByColumn,Ordenar por columna,
